1	10823
2	0
3	0
4	135058
5	145265
6	52460
7	0
8	36895
9	41867
10	111327
11	0
12	77223
13	200528
14	0
15	18118
16	47994
17	0
18	0
19	10959
20	0
21	0
22	0
23	0
24	9002
25	24656
26	15518
27	0
28	0
29	23609
30	9540
31	24669
32	0
33	9873
34	0
35	0
36	26468
37	0
38	0
39	18024
40	0
41	160150
42	25907
43	18056
44	79454
45	15865
46	11326
47	11620
48	41466
49	27372
50	333795
51	191107
52	480079
53	0
54	0
55	84720
56	70563
57	336100
58	84860
59	67662
60	91302
61	0
62	238506
63	158074
64	56693
65	119594
66	0
67	0
68	236316
69	315792
70	70010
71	116696
72	148576
73	58355
74	124393
75	67448
76	76688
77	153305
78	73677
79	72522
80	70126
81	75507
82	104748
83	0
84	128278
85	63474
86	98964
87	54006
88	69783
89	53619
90	60284
91	36535
92	0
93	0
94	37050
95	39122
96	13356
97	0
98	15434
99	19479
100	35401
101	7777
102	5494
103	22906
104	22217
105	15985
106	9684
107	3795
108	0
109	13568
110	0
111	11992
112	12635
113	37061
114	20007
115	4095
116	0
117	13307
118	14521
119	34620
120	48389
121	21425
122	26675
123	34062
124	46646
125	30857
126	0
127	184637
128	181708
129	149685
130	149898
131	112850
132	145541
133	466608
134	569835
135	0
136	122234
137	472579
138	151240
139	93260
140	100717
141	171246
142	0
143	158785
144	380963
145	0
146	152641
147	180729
148	0
149	36475
150	102812
151	0
152	50162
153	155290
154	84770
155	59108
156	0
157	60060
158	0
159	0
160	21385
161	0
162	12652
163	0
164	0
165	0
166	7702
167	6705
168	0
169	5190
170	16950
171	11852
172	49548
173	0
174	24132
175	19351
176	4645
177	10896
178	14129
179	8389
180	11656
181	7838
182	14543
183	12850
184	8564
185	9824
186	11514
187	7611
188	14777
189	5751
190	9778
191	41778
192	98399
193	185861
194	305716
195	189632
196	165186
197	231173
198	420845
199	346357
200	264064
201	665674
202	841165
203	203334
204	310627
205	528587
206	250585
207	330412
208	191207
209	523083
210	692339
211	624807
212	424878
213	653944
214	560012
215	172566
216	137525
217	177016
218	142354
219	0
220	110143
221	216119
222	405534
223	114112
224	183796
225	176538
226	144929
227	117604
228	72667
229	61074
230	78319
231	79353
232	73529
233	115330
234	66553
235	145877
236	76492
237	56514
238	79587
239	189735
240	0
241	15941
242	2930
243	6741
244	264548
245	221845
246	84944
247	140167
248	196822
249	204266
250	163525
251	210658
252	311722
253	261616
254	221837
255	249680
256	169831
257	127405
258	123802
259	152349
260	295603
261	179008
262	0
263	144487
264	210543
265	201792
266	205389
267	207895
268	153101
269	0
270	426178
271	258958
272	171158
273	0
274	228420
275	58033
276	628698
277	49861
278	168317
279	0
280	221220
281	100579
282	123764
283	128174
284	81767
285	31531
286	47457
287	32590
288	30247
289	10173
290	17530
291	12399
292	15123
293	42045
294	3507
295	23067
296	28695
297	10347
