1	23.82977956
2	11.99122385
3	3.619117227
4	8.358114758
5	12.88804221
6	12.10838637
7	11.99122385
8	9.276334855
9	13.61122828
10	5.088980937
11	11.45699481
12	7.298970937
13	12.44277501
14	19.06163723
15	19.08580232
16	19.08580232
17	19.06163723
18	11.39913906
19	11.39913906
20	7.060994637
21	5.02742502
22	1.354738891
23	6.744438507
24	5.44453681
25	3.191840027
26	8.560785445
27	4.353255155
28	10.24908723
29	10.24908723
30	9.479345885
31	27.30669142
32	32.73198584
33	29.2914773
34	37.99119108
35	36.46106477
36	25.27786038
37	29.93639115
38	30.3632849
39	31.23144101
40	27.74847302
41	33.97059943
42	26.80896097
43	13.54653653
44	29.67119096
45	19.75503999
46	28.81415623
47	32.53589482
48	29.06870489
49	23.56001852
50	27.28931617
51	21.97200495
52	10.37971551
53	21.69475059
54	0
55	8.361013707
56	16.60629261
57	18.83636831
58	23.22349345
59	9.101848617
60	11.38816536
61	13.54009964
62	9.741856101
63	6.342311904
64	4.243840465
65	9.077466275
66	2.145369025
67	6.792609078
68	11.60004013
69	12.16696763
70	16.14681752
71	15.4697847
72	17.34835752
73	16.64518784
74	11.74201758
75	14.94090043
76	13.54009964
77	10.97709467
78	15.64035015
79	12.68313923
80	12.90331935
81	11.99657323
82	6.313839186
83	6.313839186
84	13.69840211
85	15.69052819
86	21.8652914
87	16.67598043
88	24.36208415
89	26.02987406
90	20.78857648
91	28.11617727
92	21.86898831
93	30.61200884
94	31.85752093
95	40.77762956
96	24.13689314
97	19.25859348
98	26.74983467
99	20.41325672
100	43.3684475
101	30.24587886
102	20.57641368
103	35.39435387
104	24.10233858
105	18.45633094
106	15.32636791
107	9.3093448
108	10.47275181
109	19.09344174
110	13.04199978
111	10.90694851
112	15.63710029
113	18.63707019
114	19.38434422
115	19.94450988
116	18.45633094
117	39.15431905
118	27.71228559
119	36.17897514
120	33.17779976
121	28.48920732
122	25.47172253
123	25.47172253
124	28.48920732
125	31.66974223
126	31.09536326
127	30.68547001
128	32.57977724
129	33.33318287
130	33.22839341
131	36.17897514
132	37.60182041
133	26.61035857
134	37.68861393
135	25.39174354
136	35.9883877
137	39.40567129
138	40.73188131
139	45.44457328
140	42.28432969
141	41.77304015
142	45.84867172
143	44.63915514
144	31.34755945
145	27.01656357
146	23.021233
147	15.31616139
148	20.29520141
149	17.56800409
150	19.70669761
151	10.85541562
152	13.92523478
153	13.92523478
154	11.0703879
155	10.87218527
156	12.85051919
157	8.754625265
158	17.43591364
159	23.82977956
160	16.15916023
161	23.98408465
162	13.12415293
163	12.871132
164	6.087671428
165	14.81211657
166	18.49038296
167	18.22880555
168	19.49288953
169	12.81182675
170	10.96337849
171	0.145724865
172	10.69681862
173	8.589792791
174	6.087671428
175	6.087671428
176	0.145724865
177	0.145724865
178	4.421525428
179	1.354738891
180	2.668234355
181	0.507367317
182	2.326205037
183	7.781650156
184	13.1820627
185	6.713505114
186	12.02118628
187	2.326205037
188	6.559425709
189	2.326205037
190	0.145724865
191	0.145724865
192	2.326205037
193	0.145724865
194	10.36994175
195	20.33594627
196	20.33594627
197	15.52791265
198	10.36994175
199	13.69194326
200	0.145724865
201	4.353255155
202	0.145724865
203	9.680818861
204	20.33594627
205	8.560785445
206	30.40108368
207	13.31072357
208	9.604358428
209	18.33487947
210	18.63287829
211	8.119635447
212	22.58001414
213	23.61308706
214	19.33610021
215	15.32636791
216	8.119635447
217	12.37285478
218	25.96010593
219	25.96010593
220	25.96010593
221	40.58263673
222	28.21383327
223	40.09538297
224	31.17159634
225	23.75064675
226	18.70679473
227	12.37285478
228	12.37285478
229	8.119635447
230	6.038914834
231	12.37285478
232	26.08722361
233	29.15090016
234	15.57118558
235	28.76400439
236	17.0170887
237	25.5400873
238	23.47063433
239	26.30818408
240	22.21368397
241	25.32905361
242	31.77082658
243	26.27257276
244	27.32816201
245	18.44283289
246	24.38553445
247	18.44283289
248	26.30818408
249	30.32823601
250	30.32823601
251	31.77082658
252	35.84289322
253	34.90980835
254	42.44727591
255	33.97672349
256	37.69319643
257	36.39729711
258	40.11279988
259	33.97672349
260	37.26804791
261	29.55056666
262	29.61271321
263	29.61271321
264	38.41406927
265	29.55056666
266	30.24085967
267	28.99616054
268	26.54420482
269	30.82726858
270	32.55109184
271	36.7100186
272	32.57977724
273	40.03168098
274	18.10218563
275	18.10218563
276	13.93425187
277	23.64578435
278	21.89982516
279	23.67547446
280	23.67547446
281	23.67547446
282	5.968678576
283	8.829782648
284	5.968678576
285	8.829782648
286	17.68318059
287	23.67547446
288	17.68318059
