KEY_CODE,HYOSYO,HTKSYU,CITYNAME,NAME,T000055001,T000055002,T000055003,T000055004,T000055005,T000055006
,,,,,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éùÇøâ∆,ñØâcéÿâ∆,ÇPê¢ë—ìñÇΩÇËâÑñ êœ,ÇPêlìñÇΩÇËâÑñ êœ,ëçâÑñ êœ
12233,1,,ïxó¢és,,17666,13120,3943,98.4,35,1738598
122330010,2,,ïxó¢és,ì˙ãgëq,867,477,313,81.1,35.2,70344
122330020,2,,ïxó¢és,ãvî\,459,423,33,111.6,37.9,51218
122330030,2,,ïxó¢és,ëÂòa,395,364,21,105.9,34.2,41847
122330040,2,,ïxó¢és,ç™ñÿñº,1100,965,127,106.3,34.8,116877
122330050,2,,ïxó¢és,éµâh,6201,3911,2052,87.6,33.5,543189
12233005001,3,,ïxó¢és,éµâh,413,345,60,111.1,34.4,45881
12233005002,3,,ïxó¢és,éµâh,609,303,283,78.7,32,47959
12233005003,3,,ïxó¢és,éµâh,1523,1021,462,89.8,33.3,136791
12233005004,3,,ïxó¢és,éµâh,703,412,258,87.1,34.8,61211
12233005005,3,,ïxó¢és,éµâh,416,230,141,92.9,38.6,38660
12233005006,3,,ïxó¢és,éµâh,1667,886,701,78.9,31.9,131551
12233005007,3,,ïxó¢és,éµâh,380,290,88,88.4,32.2,33590
12233005008,3,,ïxó¢és,éµâh,331,280,45,100.1,35.9,33133
12233005009,3,,ïxó¢és,éµâh,159,144,14,90.6,33.6,14413
122330060,2,,ïxó¢és,êVã¥,260,233,23,98.3,34.2,25549
122330070,2,,ïxó¢és,íÜëÚ,521,453,64,107.8,35.3,56183
122330080,2,,ïxó¢és,êVíÜëÚ,259,250,6,108.2,35.5,28011
122330090,2,,ïxó¢és,óßëÚ,330,299,24,121.8,37.6,40196
122330100,2,,ïxó¢és,óßëÚêVìc,430,374,37,99.4,34,42724
122330110,2,,ïxó¢és,çÇèº,37,37,-,155.9,41.5,5769
122330130,2,,ïxó¢és,è\ëq,2090,1860,189,116.9,35.3,244233
12233013001,3,,ïxó¢és,è\ëq,60,59,1,131.3,35.6,7875
12233013002,3,,ïxó¢és,è\ëq,52,50,2,137.4,30.3,7142
12233013003,3,,ïxó¢és,è\ëq,91,89,-,135.8,38.6,12360
12233013004,3,,ïxó¢és,è\ëq,208,200,3,133.1,35.9,27689
12233013005,3,,ïxó¢és,è\ëq,179,156,22,112,36.5,20048
12233013006,3,,ïxó¢és,è\ëq,124,110,12,116.8,35.2,14484
12233013007,3,,ïxó¢és,è\ëq,421,347,68,98.6,34.1,41518
12233013008,3,,ïxó¢és,è\ëq,309,256,37,105.1,36,32464
12233013009,3,,ïxó¢és,è\ëq,421,378,37,121.9,34.4,51314
12233013010,3,,ïxó¢és,è\ëq,138,129,6,125.5,34.5,17321
12233013011,3,,ïxó¢és,è\ëq,36,36,-,132.7,40.8,4776
12233013012,3,,ïxó¢és,è\ëq,51,50,1,142,39.8,7242
122330140,2,,ïxó¢és,å‰óø,1493,845,558,87.6,34.5,130743
12233014001,3,,ïxó¢és,å‰óø,38,36,-,126.9,36,4821
12233014002,3,,ïxó¢és,å‰óø,176,165,8,118.2,39.3,20802
12233014003,3,,ïxó¢és,å‰óø,81,76,5,126.1,38.1,10217
12233014004,3,,ïxó¢és,å‰óø,1198,568,545,79.2,33.1,94902
122330150,2,,ïxó¢és,ì˙ãgë‰,3224,2629,496,106,37.3,341715
12233015001,3,,ïxó¢és,ì˙ãgë‰ÇPíöñ⁄,361,238,102,99.2,38.1,35803
12233015002,3,,ïxó¢és,ì˙ãgë‰ÇQíöñ⁄,266,202,47,108.5,39.3,28874
12233015003,3,,ïxó¢és,ì˙ãgë‰ÇRíöñ⁄,577,490,76,110.1,39.8,63541
12233015004,3,,ïxó¢és,ì˙ãgë‰ÇSíöñ⁄,676,490,162,95.4,35.8,64502
12233015005,3,,ïxó¢és,ì˙ãgë‰ÇTíöñ⁄,856,757,79,110.2,36.2,94353
12233015006,3,,ïxó¢és,ì˙ãgë‰ÇUíöñ⁄,488,452,30,112,36.5,54643
122330160,2,,ïxó¢és,î¸ëÚ,-,-,-,-,-,-
