KEY_CODE,HYOSYO,HTKSYU,CITYNAME,NAME,T000055001,T000055002,T000055003,T000055004,T000055005,T000055006
,,,,,住宅に住む一般世帯,持ち家,民営借家,１世帯当たり延面積,１人当たり延面積,総延面積
11363,1,,長瀞町,,2691,2329,160,122.6,39.8,329932
113630010,2,,長瀞町,大字長瀞,770,651,82,115.2,39.1,88719
11363001001,3,,長瀞町,大字長瀞,177,142,27,104,36.7,18413
11363001002,3,,長瀞町,大字長瀞,138,106,11,100.5,33.7,13865
11363001003,3,,長瀞町,大字長瀞,126,123,2,128.7,39.7,16219
11363001004,3,,長瀞町,大字長瀞,77,66,9,128.3,45.1,9880
11363001005,3,,長瀞町,大字長瀞,121,110,7,120.5,39.6,14581
11363001006,3,,長瀞町,大字長瀞,131,104,26,120.3,43.8,15761
113630020,2,,長瀞町,大字本野上,736,613,58,117.9,38,86786
11363002001,3,,長瀞町,大字本野上,124,107,16,117.5,40.3,14576
11363002002,3,,長瀞町,大字本野上,57,57,-,130.9,38.1,7459
11363002003,3,,長瀞町,大字本野上,109,106,2,131.2,39.4,14297
11363002004,3,,長瀞町,大字本野上,100,97,1,130.7,44.3,13068
11363002005,3,,長瀞町,大字本野上,62,49,11,110.7,36.3,6861
11363002006,3,,長瀞町,大字本野上,29,-,-,52,15.2,1508
11363002007,3,,長瀞町,大字本野上,255,197,28,113.8,37.3,29017
113630030,2,,長瀞町,大字中野上,225,210,9,125.2,39.9,28161
11363003001,3,,長瀞町,大字中野上,48,43,5,128.9,39.9,6189
11363003002,3,,長瀞町,大字中野上,177,167,4,124.1,39.9,21972
113630040,2,,長瀞町,大字野上下郷,471,399,3,129,40.9,60756
11363004001,3,,長瀞町,大字野上下郷,71,70,-,147.4,46.5,10469
11363004002,3,,長瀞町,大字野上下郷,85,84,-,135.6,41.8,11525
11363004003,3,,長瀞町,大字野上下郷,88,86,2,137.2,46.4,12077
11363004004,3,,長瀞町,大字野上下郷,141,91,1,108.6,33.7,15313
11363004005,3,,長瀞町,大字野上下郷,86,68,-,132.2,42,11373
113630050,2,,長瀞町,大字矢那瀬,121,121,-,122.1,41.7,14778
11363005001,3,,長瀞町,大字矢那瀬,53,53,-,136.7,47.1,7246
11363005002,3,,長瀞町,大字矢那瀬,68,68,-,110.8,37.7,7531
113630060,2,,長瀞町,大字岩田,165,157,7,137.2,42.8,22633
113630070,2,,長瀞町,大字井戸,184,159,1,138.8,42.8,25543
11363007001,3,,長瀞町,大字井戸,73,48,1,120.9,38.9,8826
11363007002,3,,長瀞町,大字井戸,52,52,-,146.3,42.7,7608
11363007003,3,,長瀞町,大字井戸,59,59,-,154.4,47.4,9109
113630080,2,,長瀞町,大字風布,19,19,-,134.6,44.1,2557
