KEY_CODE,HYOSYO,HTKSYU,CITYNAME,NAME,T000055001,T000055002,T000055003,T000055004,T000055005,T000055006
,,,,,住宅に住む一般世帯,持ち家,民営借家,１世帯当たり延面積,１人当たり延面積,総延面積
11212,1,,東松山市,,32772,22701,8547,95.1,35.1,3117639
112120010,2,,東松山市,本町,671,372,268,83.4,36.8,55944
11212001001,3,,東松山市,本町１丁目,265,179,79,93.6,37.2,24810
11212001002,3,,東松山市,本町２丁目,406,193,189,76.7,36.4,31134
112120020,2,,東松山市,神明町,990,562,401,85.8,35.5,84961
11212002001,3,,東松山市,神明町１丁目,492,298,180,85.9,35.8,42259
11212002002,3,,東松山市,神明町２丁目,498,264,221,85.7,35.2,42702
112120030,2,,東松山市,箭弓町,1269,731,486,82.7,36.3,104986
11212003001,3,,東松山市,箭弓町１丁目,333,191,127,75.2,37,25036
11212003002,3,,東松山市,箭弓町２丁目,544,265,262,79.4,35.7,43209
11212003003,3,,東松山市,箭弓町３丁目,392,275,97,93.7,36.5,36740
112120040,2,,東松山市,材木町,387,284,97,100.2,39.7,38758
112120050,2,,東松山市,松葉町,1842,1285,490,95.1,35.1,175143
11212005001,3,,東松山市,松葉町１丁目,280,170,97,92.4,35,25863
11212005002,3,,東松山市,松葉町２丁目,550,386,140,95.3,34.4,52405
11212005003,3,,東松山市,松葉町３丁目,515,383,115,101.3,35.9,52164
11212005004,3,,東松山市,松葉町４丁目,497,346,138,90,35.3,44712
112120060,2,,東松山市,日吉町,472,263,173,87.7,33.5,41416
112120070,2,,東松山市,加美町,416,345,59,98.8,34.4,41088
112120080,2,,東松山市,松本町,696,386,258,85.3,33.9,59337
11212008001,3,,東松山市,松本町１丁目,412,258,111,92.1,35.1,37930
11212008002,3,,東松山市,松本町２丁目,284,128,147,75.4,32,21407
112120090,2,,東松山市,大字松山,1039,688,35,95.6,32.4,99355
112120100,2,,東松山市,大字東平,1699,1580,81,104.1,34.5,176840
112120110,2,,東松山市,大字野田,507,488,12,106.6,35.5,54045
112120120,2,,東松山市,松山町,1186,851,206,98,34.3,116277
11212012001,3,,東松山市,松山町１丁目,464,346,99,98.8,35.8,45835
11212012002,3,,東松山市,松山町２丁目,441,351,70,102.6,35.5,45258
11212012003,3,,東松山市,松山町３丁目,281,154,37,89.6,30.3,25185
112120130,2,,東松山市,大字市ノ川,398,285,20,97.7,32.7,38903
112120140,2,,東松山市,御茶山町,480,238,221,74.6,31.1,35828
112120150,2,,東松山市,六反町,280,140,135,74,27.9,20732
112120160,2,,東松山市,六軒町,605,239,341,67.8,30.3,40994
112120170,2,,東松山市,五領町,957,718,148,83.7,28.5,80116
112120180,2,,東松山市,新宿町,499,255,233,66.8,26.7,33344
112120190,2,,東松山市,山崎町,415,261,152,73,27.5,30289
112120200,2,,東松山市,沢口町,540,293,207,87.7,32.8,47377
112120210,2,,東松山市,殿山町,649,606,29,113.7,36.4,73766
112120220,2,,東松山市,小松原町,279,122,147,74.9,31.7,20897
112120230,2,,東松山市,大字大谷,912,865,40,124.9,39.2,113891
112120240,2,,東松山市,大字岡,294,261,17,131.6,41.6,38677
